qid;query;automatically_detected_nuggets
2024-220307;why is co so low in teacher income and per student spending;"['Colorado ranks low nationally in per-pupil spending and teacher salaries', 'TABOR limits Colorado revenue growth, impacting school funding', 'Inequitable funding formulas disadvantage low-income schools', 'Property tax contributions vary significantly across Colorado', 'Colorado’s economic growth hasn’t translated to increased education funding', 'Teacher compensation increases constrain materials funding', 'Colorado’s cost of living exacerbates teacher shortages', 'Teachers spend personal funds on supplies', 'Funding inequities exist between wealthy and poor districts', 'Rural schools receive inadequate state funding', 'Low teacher pay in Colorado contributes to high teacher turnover', 'Salaries are a large portion of school operating expenses', 'State budget cuts reduced Colorado school spending']"
2024-44329;how id boeing defraud the government;"['$15 million fine for unlicensed foreign sales', 'Boeing mischarged costs to the government', 'Government contract fraud', 'Criminal conspiracy to defraud the US', 'False claims to government', 'Intent to defraud, false statements', 'Withheld material information from FAA', 'Concealed 737 Max software flaws from FAA', 'Downplayed MCAS significance to regulators', 'Boeing played down MCAS scope', 'Failed to mention MCAS in manuals', 'Pressure to avoid pilot training costs', 'Profit over safety', 'Two fatal 737 Max crashes (346 deaths)', 'MCAS software malfunction', 'Repeated safety lapses, failure to fix', 'Boeing employees’ misconduct', 'Families of victims filed lawsuits', 'Boeing’s response to lawsuits and investigations']"
2024-223358;why is there a watermelon shortage;"['Adverse weather impacts yields', 'Drought and floods damage crops', 'Pests and diseases reduce yields', 'Unfavorable growing conditions', 'Increased demand exceeds supply', 'High production costs reduce supply', 'Poor pollination reduces yields', 'Watermelon requires long, warm growing season', 'Economic factors affect farmer production']"
2024-79113;how the confidence interval affects business;"['Confidence intervals quantify uncertainty in business decisions.', 'Wider intervals reflect greater uncertainty; narrower intervals, less.', 'Ignoring confidence intervals increases risk.', 'Accurate intervals are crucial for effective decision-making.', 'Confidence level impacts interval width: higher confidence, wider interval.', 'Sample size affects interval width: larger sample, narrower interval.', 'Market research uses confidence intervals to account for sampling error.', 'Confidence intervals aid in sales forecasting and budgeting.', 'Smaller sample sizes yield wider, less precise intervals.', 'Intervals help assess practical significance of results.', 'Narrower intervals provide more precise information.', 'Confidence intervals help assess consumer confidence impact on business.', 'They help measure the reliability of estimates in business.', 'Confidence intervals are used in A/B testing to compare variations.', 'Measurement accuracy affects interval width: less accurate, wider interval.', 'Population variability impacts interval width: higher variability, wider interval.', 'Higher confidence levels lead to wider confidence intervals.', 'Larger sample sizes lead to narrower confidence intervals.', 'Confidence intervals help determine the reliability of sample means.', 'They show the range where the true population parameter likely lies.', 'Confidence intervals help in risk assessment.', 'They improve decision-making by quantifying uncertainty.', 'Business confidence impacts investment decisions.', 'Confidence intervals help evaluate investment risk.', 'Confidence intervals help optimize investment decisions by quantifying risk.', 'They guide resource allocation by indicating uncertainty ranges.', 'Type I errors in A/B testing can lead to costly mistakes.', 'Increasing confidence level reduces Type I error probability.', 'Longer experiments yield more precise confidence intervals.']"
2024-133810;what did rapoza and baker find in mental health;"[]"
2024-213978;why are french farmers protesting;"['Insufficient income', 'High production costs', 'Cost exceeds revenue', 'Government agricultural policies', 'Rising living costs', 'Rural economic distress', 'Loss of purchasing power', 'Trade regulations', 'Economic hardship', 'Foreign competition', 'Fuel price increase']"
2024-35320;how did art styles change during each era of chinese history?;"['Song Dynasty: landscape painting, porcelain, Neo-Confucianism', 'Tang Dynasty: grand scale, Buddhism, foreign influences', 'Ming Dynasty: classical painting, scholar-artists, blue-and-white porcelain', 'Qing Dynasty: traditional & Western blend, individualist painters', 'Yuan Dynasty: calligraphy, blue-and-white porcelain, literati painting', 'Han Dynasty: pottery, jade, tomb art', 'Zhou Dynasty: bronze, jade, local styles', 'Shang Dynasty: bronze, stylized animals', 'Qin Dynasty: Terracotta Army, tomb art', 'Three Kingdoms/Six Dynasties: Buddhist, elegant forms, Daoism', 'Neolithic: pottery, geometric designs', '20th Century: Western influence, oil painting', 'Warring States: representational art, ink wash', 'Xia Dynasty: bronze, jade, early calligraphy', 'Early Qing: Six Masters, Individualists, free brushwork']"
2024-19947;did wordworth’s death impact people;"['Wordsworth’s death saddened many admirers.', 'His death prompted reflection on his life and work.', 'His legacy continues to inspire.', 'His poetry influenced many writers.', 'His influence on Romantic poetry is undeniable.', 'His work remains widely studied.', 'Wordsworth’s death ended his poetic career.', 'His death was noted by contemporaries and critics.', 'Wordsworth’s death marked the end of an era in English literature.', 'His passing impacted his family deeply.', 'The Prelude’s posthumous publication boosted his fame.', 'He was Britain’s Poet Laureate.']"
2024-219698;why human imagination important for anthropology/.;"['Imagination reconstructs past societies.', 'Imagination fuels anthropological inquiry.', 'Imagination bridges cultural gaps.', 'Imagination aids theory formulation.', 'Imagination interprets data and behavior.', 'Imagination fosters cross-cultural understanding.', 'Imagination understands diverse worldviews.', 'Imagination simulates past/future scenarios.', 'Imagination crucial for interpreting symbols.', 'Imagination vital for studying cultural change.', 'Imagination allows empathy and understanding.', 'Imagination helps understand indigenous knowledge.', 'Imagination enables innovative problem-solving.', 'Imagination is key to understanding human behavior.','Imagination enhances ethnographic fieldwork.']"
2024-79129;how the great and good of britain’s boardrooms refused to back labour;"['Concerns over potential cost of nationalization', 'Business leaders feared increased government oversight', 'Boardrooms feared loss of profits and autonomy', 'Labour’s socialist leanings alienated some businesses', 'Business leaders criticized Labour’s economic policies', 'Preference for free market policies', 'Desire for fiscal conservatism', 'Economic uncertainty under Labour', 'Nationalization plans threatened business interests', 'Conservative party’s increased corporate backing', 'Past Labour governments’ actions influenced views', 'Labour’s radical policies alarmed boardrooms', 'Rejection of socialist policies', 'Trade union power concerns', 'Fear of mass strikes under Labour', 'Inflation control pledges by Conservatives']"
2024-41465;how does hurston convey her own cultural experiences?;"['Autobiographical elements in fiction', 'Personal anecdotes illustrate racial dynamics', '“How It Feels to Be Colored Me”: personal essay', 'Challenges racial stereotypes, embraces heritage', 'Celebrates Black heritage, defies assimilation', 'Vivid portrayal of Black life in the South', 'Collected and retold African American folklore', 'Uses dialect, folklore to convey cultural richness', 'Eatonville: influential cultural space', 'Black vernacular reflects cultural pride, identity', 'Southern dialect showcases cultural background', 'Anthropological lens on Black culture', 'Anthropological research in American South, Caribbean', 'Rich folk traditions, music, oral storytelling', 'Explores self-love, cultural identity, agency', 'Reimagines race for empowerment, self-affirmation', 'Humor and resilience in the face of racism', 'Depicts characters as realistically human', 'Rejects victimhood, embraces ambition', 'Works affirm Blackness in a Black-denying society']"
